"set_id","set_title","trait_key","trait_name","trait_type","breakpoints","description","tier_effects","categories","guide_signal","source_url"
"set8","Monsters Attack!","StarGuardian","Star Guardian","ORIGIN","3/5/7/9","Gain more Mana from all sources.","3: 40% additional mana | 5: 70% additional mana | 7: 120% additional mana | 9: 200% additional mana","offense","Special combat rule","https://lolchess.gg/synergies/set8/guide?hl=en"
"set8","Monsters Attack!","Supers","Supers","ORIGIN","3","","3: Combat start: strike a pose that grants your team 18% bonus damage, which increases by 3% for every 3-star champion on your team.","special","Special combat rule","https://lolchess.gg/synergies/set8/guide?hl=en"
"set8","Monsters Attack!","Sureshot","Sureshot","CLASS","2/4","Combat start: gain bonus Attack Damage now, and every 4 seconds.","2: +6% Attack Damage | 4: +16% Attack Damage","offense","Primarily statistical","https://lolchess.gg/synergies/set8/guide?hl=en"
"set8","Monsters Attack!","Threat","Threat","ORIGIN","1","","1: Threats do not have a Trait bonus, but instead have powerful Abilities and increased base stats.","special","Special combat rule","https://lolchess.gg/synergies/set8/guide?hl=en"
"set8","Monsters Attack!","Underground","Underground","ORIGIN","3/4/5/6","The Underground must sneak through the sewers and crack 10 locks to open a vault. When the vault opens, you may choose to take the loot now, or attempt another heist for even better rewards.","3: Crack 2 vault lock after a player combat win, and 3 after a player combat loss | 4: Crack 2 vault lock after a player combat win, and 4 after a player combat loss | 5: Crack 3 vault lock after a player combat win, and 5 after a player combat loss | 6: Crack 4 vault lock after a player combat win, and 7 after a player combat loss","economy, choice","Non-combat or mixed economy","https://lolchess.gg/synergies/set8/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Ace","Ace","CLASS","1/4","This trait is active only when you have exactly 1 or 4 unique Aces.","1: Execute enemies under 15% Health | 4: Execute enemies under 33% Health","transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","ADMIN","A.D.M.I.N.","ORIGIN","2/4/6","A.D.M.I.N. programs a custom configuration per player each game. 4 Piece Multiplier: 25% On Cast AP: 18 On Cast AD: 18% On Cast Chance to Drop Gold: 33% On Cast Flat Heal: 250 On Cast Permanent HP: 12 On Kill, Unit who killed Heals: 400 On Kill, Unit who killed gains Permanent HP: 18 on dropping below 66% HP, A.D.M.I.N. gains AP: 60 on dropping below 66% HP, A.D.M.I.N. gains AD: 60 on dropping below 66% HP, A.D.M.I.N. gains AS: 60 on dropping below 66% HP, A.D.M.I.N. gains Shield: 15 sec on dropping below 66% HP, A.D.M.I.N. gains Permanent HP: 45 on Ally Death AP: 15 on Ally Death AD: 15 on Ally Death AS: 15 on Ally Death flat Heal: 250 on Ally Death Gold Chance: 20% on Ally Death Permanent HP: 10 Combat Start chance to drop Gold: 50% Combat Start permanent HP: 40 Every 5 sec, A.D.M.I.N. gains AP: 20 Every 5 sec, A.D.M.I.N. gains Mana: 40 Every 5 sec, A.D.M.I.N. chance to drop Gold: 25% Every 5 sec, permanent HP: 10 Combat Start, Team gains permanent HP: 20 Combat Start, Team gains chance to drop Gold: 25% Combat Start, Team gains max HP Shield: 25% every 5 sec, Team gains Mana: 20 every 5 sec, Team chance to drop Gold: 15% every 5 sec, Team gains permanent HP: 6 every 5 sec, Team heals: 150","2: [Initialize ADMIN cause and effect] | 4: [Add another effect to the program]. Boost all tiers by 25% | 6: Boost previous tiers by 100%","economy, transformation, defense, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Aegis","Aegis","CLASS","2/3/4/5","Your team gains bonus Magic Resist, and Aegis units gain more.","2: +20 Magic Resist, +40 for Aegis | 3: +40 Magic Resist, +80 for Aegis | 4: +60 Magic Resist, +120 for Aegis | 5: +90 Magic Resist, +180 for Aegis","defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","AnimaSquad","Anima Squad","ORIGIN","3/5/7","Anima Squad members pose after champion kills, increasing their fame. Each point of fame grants 5 permanent Health to each Anima Squad member. They also gains:","3: 15% Attack Damage and 15 Ability Power | 5: 35% Attack Damage and 35 Ability Power | 7: 60% Attack Damage and 60 Ability Power","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Brawler","Brawler","CLASS","2/4/6/8","Brawlers gain additional maximum Health.","2: +20% maximum Health | 4: +45% maximum Health | 6: +70% maximum Health | 8: +100% maximum Health","defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Corrupted","Corrupted","CLASS","1","","1: Combat starts: Lie dormant while absorbing the souls of allies that die. Gain 40 Ability Power for each soul. Once per combat at 70% Health (or when your team has died), come alive and fight.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Defender","Defender","CLASS","2/4/6","Your team gains bonus Armor, and Defenders gain more.","2: +25 Armor, +50 for Defenders | 4: +70 Armor, +150 for Defenders | 6: +180 Armor, +400 for Defenders","defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Duelist","Duelist","CLASS","2/4/6/8","Innate: increased movement speed. Duelists' basic attacks grant bonus Attack Speed, up to 12 stacks.","2: +5% Attack Speed per stack | 4: +8% Attack Speed per stack | 6: +10% Attack Speed per stack, Duelist take 10% less damage | 8: +16% Attack Speed per stack, Duelist take 20% less damage","offense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Forecaster","Forecaster","CLASS","1","At the start of combat, Forecaster champions grant adjacent allies different buffs depending on the current weather, which changes every game. Sunny Weather: Combat start: Grant a 400/600/4000 Health shield to adjacent allies for 10/10/45 seconds. Windy Weather: Combat start: grant bonus Attack Damage and Ability Power to adjacent allies, increasing by 15/25/150% every 5 seconds. Rainy Weather: At the start of combat, Forecaster champions grant adjacent allies 20 / 40 / 100 mana until they have cast 1/1/100 spells.","1: ??? (Randomly selected per game)","position, defense, offense, choice","Visible formation rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Gadgeteen","Gadgeteen","ORIGIN","3/5","Each round, Gadgeteens create random modified weapons with powerful effects that fall apart after one round. Gadgeteens also gain Damage and Damage Reduction for each item equipped to them.","3: Create 1 item, 4% per item. | 5: Create 2 item, 8% per item.","defense, choice","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Hacker","Hacker","CLASS","3/4/5","Hackers gain Omnivamp and summon a H4ckerr!m. Any unit placed in the rider hex will be sent to the enemy backline and is untargetable for the first 2 seconds of combat. Omnivamp: heal for a percentage of damage dealt","3: +10% Omnivamp for Hackers | 4: +20% Omnivamp for Hackers, +15% for the rider. | 5: +40% Omnivamp for Hackers, +30% for the rider.","summon, position, offense","Visible formation rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Heart","Heart","CLASS","2/4/6","When Heart units cast their Ability, your team gains stacking Ability Power for the rest of combat.","2: +4 Ability Power | 4: +7 Ability Power | 6: +11 Ability Power","offense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Infiniteam","InfiniTeam","ORIGIN","3/5/7","The InfiniTeam opens a portal to an alternate timeline. At the start of combat, any InfiniTeam unit placed on a portal summons an alternate version of themself with different items. They get 1 for each Augment you own. The copies have reduced Health and damage.","3: 1 portal opens, 45% damage and 45% HP. | 5: 2 portal opens, 50% damage and 50% HP. | 7: 2 portal opens, 85% damage and 85% HP.","summon, defense","Board-changing summon","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","LaserCorps","LaserCorps","ORIGIN","3/4/5/6","When a LaserCorp agent attacks or is hit by an attack, their combat drone deal magic damage to the agent's target (0.4 second cooldown). When a LaserCorps agent dies, their drone is reassigned to the nearest living agent. Drones lasers deal:","3: 27 magic damage. | 4: 35 magic damage. All units get a LaserCorp drone. | 5: 55 magic damage. All units get a LaserCorp drone. | 6: 80 magic damage. All units get a LaserCorp drone.","special","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Mascot","Mascot","CLASS","2/4/6","Your team heals a percentage of their maximum Health every 2 seconds, and Mascots heal double the amount. When Mascots die, they retreat to the sidelines to cheer on your team. Your team's healing increased by 1% for each cheering Mascot.","2: 1.5% healing | 4: 3% healing | 6: 6% healing","defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","MechaPRIME","Mecha: PRIME","ORIGIN","3/5","Use the Mecha selector item to choose a PRIME. Combat start: the PRIME combines with the 2 nearest Mecha, absorbing 90% of their Health.","3: The PRIME gains 60 Ability Power and 60% Attack Damage | 5: All Mechas gain 55 Ability Power and 55% Attack Damage; The PRIME gains double this amount.","summon, defense, offense, choice","Board-changing summon","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","OxForce","Ox Force","ORIGIN","2/4/6","Ox Force units gain bonus defenses. Once per combat, when they would drop below one HP, they instead shield themselves for 50% of their maximum health for 1.5 seconds.","2: 5 Armor and Magic Resist | 4: 35 Armor and Magic Resist | 6: 75 Armor and Magic Resist","transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Parallel","Parallel","CLASS","2","","2: Ezreal learns from his older, more handsome self and joins him in future adventures. Ezreal's Ability becomes a blast that hits all enemies in a line. Ultimate Ezreal's Ability summons two additional temporal duplicates.","summon","Board-changing summon","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Prankster","Prankster","CLASS","2/3/4","","2: Once per combat at 50% Health, spawn a target dummy, move to a safe location, and restore 150 Health. | 3: And, Prankster dummies stun the enemy that killed them for 1.5 seconds. | 4: The Health restore is increased to 350 Health and the stun duration become 2 second.","summon, transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Quickdraw","Quickdraw","CLASS","2/3/4","After every 2 damaging ability projectiles, Quickdraw units fire a bonus ability projectile. Bonus shots deal:","2: 70% total damage. | 3: 150% total damage. | 4: 235% total damage.","special","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Renegade","Renegade","CLASS","3/5/7","Renegade units deal bonus damage, and the last sone standing deals more.","3: 25% bonus damage, 20% for last alive | 5: 40% bonus damage, 30% for last alive | 7: 70% bonus damage, 40% for last alive","special","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Riftwalker","Riftwalker","ORIGIN","3","Riftwalkers open a gap between dimensions and summon their ally Zac, who grows in power based on the star level of Riftwalkers. Zac gains the last-listed Trait of the closest Riftwalker.","3: Summon Zac","summon, position, transformation","Visible formation rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Spellslinger","Spellslinger","CLASS","2/4/6/8","Every 5 seconds, the next attack instead fires a magic orb at a random target, which explodes for 50% Ability Power as magic damage.","2: +25 Ability Power | 4: +45 Ability Power | 6: +70 Ability Power | 8: +110 Ability Power, Orb Damage 100%","offense, choice","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","StarGuardian","Star Guardian","ORIGIN","2/4/6/8","Gain more Mana from all sources.","2: 30% additional mana | 4: 60% additional mana | 6: 100% additional mana | 8: 175% additional mana","offense","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Supers","Supers","ORIGIN","3","","3: Combat start: strike a pose that grants your team 18% bonus damage, which increases by 3% for every 3-star champion on your team.","special","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Sureshot","Sureshot","CLASS","2/3/4/5","Combat start: gain bonus Attack Damage now, and every 4 seconds.","2: +7% Attack Damage | 3: +12% Attack Damage | 4: +18% Attack Damage | 5: +25% Attack Damage","offense","Primarily statistical","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Threat","Threat","ORIGIN","1","","1: Threats do not have a Trait bonus, but instead have powerful Abilities and increased base stats.","special","Special combat rule","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set8.5","Monsters Attack: Glitched Out!!","Underground","Underground","ORIGIN","3/4/5/6","The Underground must sneak through the sewers and crack 10 locks to open a vault. When the vault opens, you may choose to take the loot now, or attempt another heist for even better rewards.","3: Crack 2 vault lock after a player combat win, and 3 after a player combat loss | 4: Crack 2 vault lock after a player combat win, and 4 after a player combat loss | 5: Crack 3 vault lock after a player combat win, and 5 after a player combat loss | 6: Crack 4 vault lock after a player combat win, and 7 after a player combat loss","economy, choice","Non-combat or mixed economy","https://lolchess.gg/synergies/set8.5/guide?hl=en"
"set9","Runeterra Reforged","Bastion","Bastion","CLASS","2/4/6/8","Bastion champions gain Armor and Magic Resist. This is increased by 100% for the first 10 seconds of combat.","2: 25 Defenses | 4: 50 Defenses | 6: 95 Defenses | 8: 240 Defenses","defense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Bruiser","Bruiser","CLASS","2/4/6","Your units gain 100 Health. Bruiser get even more.","2: +10% Health | 4: +40% Health | 6: +70% Health","defense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Challenger","Challenger","CLASS","2/4/6/8","Challengers gain bonus Attack Speed. When their target dies, Challengers dash to a new target and increase their Attack Speed bonus by 50% for 2.5 seconds.","2: 30% Attack Speed. | 4: 60% Attack Speed. | 6: 95% Attack Speed. | 8: 140% Attack Speed.","offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Darkin","Darkin","ORIGIN","1","","1: When Aatrox or the holder of the Darkin Blade dies, the Darkin Blade is equipped to the nearest ally champion, grating them 400 Health and 15% Omnivamp. After being equipped to a champion for 4 seconds, Aatrox will revive upon their death instead.","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Deadeye","Deadeye","CLASS","2/4/6","Innate: +1 Range Every 3 seconds, Deadeyes attack the enemy with the highest percent Health and deal bonus damage.","2: +20% damage | 4: +65% damage | 6: +150% damage","defense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Demacia","Demacia","ORIGIN","3/5/7/9","At the start of each planning phase, a number of your strongest Demacians become elites, equipping a random Radiant Item until the end of the next combat, and giving themselves and nearby allies Armor and Magic Resistance. (Does not stack.) Radiant items are upgraded versions of completed items.","3: 1 Elite, 5 Armor, 5 Magic resist | 5: 2 Elites, 30 Armor, 30 Magic resist | 7: 3 Elites, 40 Armor, 40 Magic resist | 9: 5 Elites, 100 Armor, 100 Magic resist","defense, choice","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Empress","Empress","CLASS","1","","1: When Bel'Veth kills an enemy, they leave behind Void Coral that she will consume. The first Coral increases her max Health by 50%, while further Coral heals her 20% max Health. When a Void Coral is consumed, she deals 10% max Health as magic damage to enemies within 2 hexes.","position, transformation, defense","Visible formation rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Freljord","Freljord","ORIGIN","2/3/4","After 8 seconds, a Freljordian storm strikes the battelfield. Enemies take a percentage of their maximum health as true damage and gain debuffs for 10 seconds. Sunder: reduce Armor Shred: reduce Magic Resist Mana Reave: increase maximum mana until the next cast","2: 5% health, enemies are 40% Sundered and Shredded | 3: 10% health, enemies are also 30% Mana Reaved | 4: 15% health, enemies enemies are also stunned for 1.5 seconds","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Gunner","Gunner","CLASS","2/4/6","When Gunner champions attack, they gain bonus Attack Damage, up to 8 stacks.","2: 6% Attack Damage per attack | 4: 12% Attack Damage per attack | 6: 22% Attack Damage per attack","offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Invoker","Invoker","CLASS","2/4/6","Allies restore Mana every 3 seconds.","2: 5 Mana for all allies | 4: And 15 additional Mana for Invokers | 6: 20 Mana for all allies and 15 additional Mana for Invokers","offense","Special combat rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Ionia","Ionia","ORIGIN","3/6/9","Every 4 seconds, your strongest Ionians are enlightened to their spirit form and gain 20 Mana. Each Ionian has a unique bonus within their ability, which doubles when in spirit form.","3: 100% Ionian bonus, 1 enlightened | 6: 200% Ionian bonus, 2 enlightened | 9: 325% Ionian bonus, 3 enlightened","offense","Special combat rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Juggernaut","Juggernaut","CLASS","2/4/6","Juggernaut champions take less damage as their Health decreases.","2: 15% to 25% damage reduction | 4: 25% to 40% damage reduction | 6: 35% to 50% damage reduction","defense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Multicaster","Multicaster","CLASS","2/4","Multicasters cast their Ability multiple times. Bonus casts have 66% reduced effectiveness.","2: 1 extra cast | 4: 2 extra casts","special","Special combat rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Noxus","Noxus","ORIGIN","3/6/9","Noxus units gain Health, Ability Power and Attack Damage. This is increased by 5% for each different opponent that either you have conquered in combat or is dead.","3: 170 Health, 17 Ability Power, 17% Attack Damage. | 6: 340 Health, 34 Ability Power, 34% Attack Damage. | 9: 700 Health, 70 Ability Power, 70% Attack Damage.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Piltover","Piltover","ORIGIN","3/6","Gain the T-Hex. Every time you lose a combat, the T-Hex gains a Charge. Winning releases the Charges, granting the T-Hex power based on the amount released.","3: Gain the T-Hex. | 6: Gain bonus loot every round. Each loss counts as 2 losses instead.","economy, position","Non-combat or mixed economy","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Redeemer","Redeemer","CLASS","1","","1: Whenever an ally gains a Shield, grant them 8% stacking Attack Speed for the rest of combat.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Rogue","Rogue","CLASS","2/4","","2: The first time Rogues fall below 50% Health they briefly become untargetable and dash towards an enemy within 4 hexes, preferring backliners. | 4: Additionally, attacking an enemy for the first time causes that enemy to bleed, dealing 50% of their max Health as magic damage over 5 seconds.","position, transformation, defense","Visible formation rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","ShadowIsles","Shadow Isles","ORIGIN","2/4/6","After dealing or receiving damage 10 times, Shadow Isles unit gain a Shield for 15 seconds and become Spectral for the rest of combat. Spectral units gain Mana every second.","2: 45% Health Shield, 6 Mana | 4: 80% Health Shield, 12 Mana | 6: 115% Health Shield, 18 Mana","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Shurima","Shurima","ORIGIN","3/5/7/9","Every 4 seconds, Shuriman heal 5% max Health. After 8 seconds, select Shruiman ascend and gain 33% max Health and 45% Attack Speed.","3: The strongest Shuriman Ascends | 5: All Shurimans Ascend | 7: Instead, Ascend at combat start. +25% Ascension bonus | 9: Ascend twice, at combat start and after 8 seconds. +25% Ascension bonus","transformation, defense, offense, choice","Visible transformation","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Slayer","Slayer","CLASS","2/3/5/6","Slayers gain 12% omnivamp. Additionally, Slayers deal bonus damage, doubled against units below 66% health.","2: +5% bonus damage | 3: +10% bonus damage | 4: +20% bonus damage | 5: +30% bonus damage | 6: +40% bonus damage","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Sorcerer","Sorcerer","CLASS","2/4/6/8","Sorcerers gain bonus Ability Power. When an enemy dies after being damaged by a Sorcerer, they deal a percentage of that enemy's maximum Health to another enemy.","2: 25 Ability Power; 10% max | 4: 50 Ability Power; 10% max | 6: 80 Ability Power; 12% max to 2 enemies | 8: 120 Ability Power; 20% max to 2 enemies","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Strategist","Strategist","CLASS","2/3/4/5","Combat Start: Allies in the front 2 rows gain a shield for 15 seconds. Allies in the back 2 rows gain Ability Power.","2: 250 shield; 15 Ability Power | 3: 400 shield; 25 Ability Power | 4: 600 shield; 40 Ability Power | 5: 900 shield; 60 Ability Power","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Targon","Targon","ORIGIN","2/3/4","Your healing and shielding is increased.","2: 20% increased healing and shielding | 3: 40% increased healing and shielding | 4: 70% increased healing and shielding","defense","Special combat rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Technogenius","Technogenius","CLASS","1","","1: Gain a playable Apex Turret. Heimerdinger will offer upgrades to the Apex Turret in your shop for 6 gold. You may purchase up to 3 total upgrades.","economy","Non-combat or mixed economy","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Void","Void","ORIGIN","3/6/8","Void units create a void egg. Once your team loses 40% of their health, the egg hatches into a creature, knocking up nearby units. Each Void unit star level increases the summon's health and AP by 25%.","3: Void Remora | 6: Rift Herald | 8: Baron Nashor","summon, transformation, defense","Board-changing summon","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Wanderer","Wanderer","ORIGIN","1","","1: Wanderers' spells change depending on the Region Portal players voted for at the start of the game.","special","Special combat rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Yordle","Yordle","ORIGIN","3/5","Your units gain 10% Attack Speed per star level. If you have three 3-star champions, your Yordles can become 4-star, which gives their Ability a wacky upgrade!","3: Your strongest 3-star Yordle | 5: Two 3-star Yordles","transformation, offense","Primarily statistical","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9","Runeterra Reforged","Zaun","Zaun","ORIGIN","2/4/6","Zaun champions create random chem-mods that only they can use. Champions can be modded once, and mods can only be removed by selling the champion.","2: Gain 1 chem-mod | 4: Gain 2 chem-mods | 6: Gain 3 chem-mods and Overcharge mods","choice","Special combat rule","https://lolchess.gg/synergies/set9/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Bastion","Bastion","CLASS","2/4/6/8","Bastion champions gain Armor and Magic Resist. This is increased by 100% for the first 10 seconds of combat.","2: 20 Defenses | 4: 45 Defenses | 6: 75 Defenses | 8: 140 Defenses","defense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Bilgewater","Bilgewater","ORIGIN","3/5/7/9","Bilgerat attacks and Abilities mark enemies. The mark stores a percentage of damage dealt to the enemy by Bilgerats. Marked enemies are struck by a cannonball after 1.5 seconds, dealing the stored damage plus a flat value as physical damage.","3: 100 + 40% Damage dealt | 5: 170 + 60% Damage dealt | 7: 325 + 70% Damage dealt | 9: 999 + 135% Damage dealt; nearby enemies take 50% of cannonball damage","special","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Bruiser","Bruiser","CLASS","2/3/4/6","Your units gain 100 Health. Bruisers gain additional maximum Health.","2: +10% Health | 3: +12% Health | 4: +45% Health | 6: +80% Health","defense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Challenger","Challenger","CLASS","2/4/6/8","Challengers gain bonus Attack Speed. When their target dies, Challengers dash to a new target and increase their Attack Speed bonus by 50% for 2.5 seconds.","2: 30% Attack Speed. | 4: 65% Attack Speed. | 6: 105% Attack Speed. | 8: 150% Attack Speed.","offense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Darkin","Darkin","ORIGIN","1/2","","1: Darkin are possessed by a weapon. When they die, the weapon possesses the nearest ally champion, granting them the weapon's power. | 2: Weapon powers become 50% stronger. Weapon powers are described in each Darkin's Ability tooltip.","special","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Demacia","Demacia","ORIGIN","3/5/7/9","Your strongest Demacians become Elite and equip a random Radiant item each combat. Elites grant Armor and Magic Resist to themselves and adjacent allies, but this does not stack.","3: 1 Elite, 5 Armor, 5 Magic resist | 5: 2 Elites, 25 Armor, 25 Magic resist | 7: 3 Elites, 45 Armor, 45 Magic resist | 9: 6 Elites, 150 Armor, 150 Magic resist","position, defense, choice","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Empress","Empress","CLASS","1","","1: When Bel'Veth kills an enemy, they leave behind Void Coral that she will consume. The first Coral increases her max Health by 50%, while further Coral heals her 20% max Health. When a Void Coral is consumed, she deals 10% max Health as magic damage to enemies within 2 hexes.","position, transformation, defense","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Freljord","Freljord","ORIGIN","2/3","After 8 seconds, an ice storm strikes the battlefield. Enemies take a percentage of their max Health as true damage and gain debuffs. Sunder: reduce Armor Shred: reduce Magic Resist","2: 10% health, enemies are 30% Sundered and Shredded for 10 seconds | 3: 18% health, enemies are also stunned for 1.5 seconds","defense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Gunner","Gunner","CLASS","2/4/6","When Gunner champions attack, they gain bonus Attack Damage, up to 8 stacks.","2: 7% Attack Damage per attack | 4: 13% Attack Damage per attack | 6: 25% Attack Damage per attack","offense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Invoker","Invoker","CLASS","2/4/6/8","Every 3 seconds, your units gain Mana.","2: 5 to all | 4: Additional 15 to Invokers | 6: 20 to all, additional 15 to Invokers | 8: 40 to all, and start with an additional 30 Ability Power","offense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Ionia","Ionia","ORIGIN","3/6/9","Each Ionian has a unique bonus within their Ability. Every 4 seconds, a number of Ionians are enlightened to their spirit form, gaining 20 mana and doubling stat bonuses for 4 seconds.","3: 100% Ionian bonus, 1 enlightened | 6: 200% Ionian bonus, 2 enlightened | 9: 425% Ionian bonus, 4 enlightened","offense","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Ixtal","Ixtal","ORIGIN","2/3/4","Gain elemental hexes, which give a different bonus from game to game.","2: Create 1 hex | 3: Create 2 hexes. | 4: Something cool (Effect depends on current elemental)","position","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
